"","geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"36","FBgn0000092",1020.19532723469,-5.43703429243355,0.17182262048357,-31.6432974723107,9.37708612825819e-220,1.06936290206656e-215,"dyw"
"14507","FBgn0263830",3416.64055374994,2.16072571644038,0.0940720048759937,22.9688494392,9.55072178152686e-117,5.44582155982661e-113,"CG40486"
"7875","FBgn0037166",898.791434800503,-4.59459595293413,0.22761647930063,-20.1856911549261,1.30785708389365e-90,4.97160072824105e-87,"CG11426"
"5077","FBgn0032835",3928.65499532787,-1.44429108171998,0.07182403414967,-20.1087435260224,6.18712963765383e-90,1.76395065969511e-86,"CG16772"
"10197","FBgn0042201",5631.82803566923,-4.17100698669314,0.243802605301639,-17.1081313160401,1.29074472711118e-65,2.62965966909961e-62,"Nplp3"
"1002","FBgn0010044",677.245917165229,2.76804710080836,0.161835427031676,17.1040862410588,1.38354595006995e-65,2.62965966909961e-62,"GstD8"
"8965","FBgn0038798",782.363909001232,4.99512254035938,0.292754399100495,17.0625020689943,2.82204606077659e-65,4.59751618244232e-62,"Or92a"
"14236","FBgn0263219",302.244214822923,-4.32607876179268,0.260362663273797,-16.6155880701043,5.37452243737236e-62,7.66138173447429e-59,"Dscam4"
"12236","FBgn0063496",10810.8439670522,2.90642579710237,0.176703453138718,16.4480418773748,8.66237814780595e-61,1.0976195599731e-57,"GstE4"
"3026","FBgn0029639",162.860897890201,-3.81672733921642,0.239127431195042,-15.9610602603904,2.38642652596757e-57,2.72148081021342e-54,"CG14419"
"5016","FBgn0032734",1371.72792446684,2.47492798628828,0.158865014898694,15.5788106517128,1.01424306835422e-54,1.05149345013741e-51,"CG15169"
"5180","FBgn0033033",474.655621986568,-2.15114709128485,0.138985442625832,-15.4774993023984,4.92238063087133e-54,4.67790239287138e-51,"scaf"
"13173","FBgn0259736",1703.69748535447,-2.07951479603405,0.134978865309919,-15.4062251987329,1.48644862665046e-53,1.30395847217861e-50,"CG42390"
"12296","FBgn0066101",417.164071408653,-2.24103346662446,0.145864089032116,-15.3638464511374,2.86085376672482e-53,2.33036973969499e-50,"LpR1"
"10906","FBgn0051522",2295.1026924078,-1.27087120824554,0.0868654703164785,-14.6303381955495,1.79890724563772e-48,1.36764921528351e-45,"CG31522"
"1422","FBgn0013272",8389.25858664281,-0.743013865939899,0.0513277899599382,-14.4758593058425,1.72160643243346e-47,1.22707498471695e-44,"Gp150"
"6762","FBgn0035512",297.300128084784,2.19996093225406,0.152491045015723,14.4268204865881,3.50887721754602e-47,2.35383739934676e-44,"Cpr64Ac"
"7472","FBgn0036600",94.1919318344164,-7.00207525438981,0.490277555991309,-14.2818596707575,2.83922452391867e-46,1.79880647059825e-43,"CG13043"
"6095","FBgn0034473",204.225761464472,4.08150145268088,0.286515823722679,14.2452915851217,4.79542218070043e-46,2.87826287098462e-43,"Or56a"
